# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.00899e-05 to 203.102 h/Mpc,
# number of wavenumbers equal to 845
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_dmeff                6:d_fld                  7:d_ur                   8:d_tot                  9:phi                   10:psi                   11:t_g                   12:t_b                   13:t_cdm                 14:t_dmeff               15:t_fld                 16:t_ur                  17:t_tot              
       4.546881321600e+00      -7.952501521119e-04      -6.430642303009e+02      -9.034391358815e+02      -9.029485197077e+02       0.000000000000e+00      -7.948274727885e-04      -8.357079302699e+02       1.987068681971e-04       1.987068681971e-04      -3.089857007613e-08       1.033261799057e+00       1.075791461749e+00       1.075773434397e+00                      nan      -3.021591808369e-08       1.027897786186e+00 
       4.652791793126e+00      -7.637580761477e-04      -6.467058241673e+02      -9.085538466932e+02      -9.080232810581e+02       0.000000000000e+00      -7.633521357034e-04      -8.404393418700e+02       1.908380339259e-04       1.908380339259e-04      -2.967563598473e-08       1.039110402226e+00       1.081882383010e+00       1.081862962343e+00                      nan      -2.902001755661e-08       1.033717302083e+00 
       4.761169236447e+00      -7.334410410713e-04      -6.503040412573e+02      -9.136103841264e+02      -9.130366806872e+02       0.000000000000e+00      -7.330512149849e-04      -8.451166271770e+02       1.832628037462e-04       1.832628037462e-04      -2.849827666031e-08       1.044889265722e+00       1.087900981496e+00       1.087880061066e+00                      nan      -2.786868324389e-08       1.039467671346e+00 
       4.872071114719e+00      -7.043577005727e-04      -6.539503554068e+02      -9.187318381749e+02      -9.181115806756e+02       0.000000000000e+00      -7.039833330972e-04      -8.498542638502e+02       1.759958332743e-04       1.759958332743e-04      -2.736886640519e-08       1.050745359300e+00       1.094000034606e+00       1.093977500741e+00                      nan      -2.676423893922e-08       1.045294906494e+00 
       4.985556229585e+00      -6.764300646514e-04      -6.576194119592e+02      -9.238850104456e+02      -9.232145636167e+02       0.000000000000e+00      -6.760705415360e-04      -8.546212672601e+02       1.690176353840e-04       1.690176353840e-04      -2.628428852941e-08       1.056637909619e+00       1.100137335429e+00       1.100113067513e+00                      nan      -2.570363503396e-08       1.051158642504e+00 
       5.101684752356e+00      -6.495461301293e-04      -6.612441923361e+02      -9.289778469629e+02      -9.282531647805e+02       0.000000000000e+00      -6.492008966253e-04      -8.593322462025e+02       1.623002241563e-04       1.623002241563e-04      -2.524025520343e-08       1.062459308791e+00       1.106200697951e+00       1.106174562104e+00                      nan      -2.468267975472e-08       1.056951710432e+00 
       5.220518255912e+00      -6.237469964696e-04      -6.649063011478e+02      -9.341215214383e+02      -9.333387712184e+02       0.000000000000e+00      -6.234154759879e-04      -8.640904340526e+02       1.558538689970e-04       1.558538689970e-04      -2.423834842461e-08       1.068340603276e+00       1.112326602956e+00       1.112298473738e+00                      nan      -2.370291982932e-08       1.062804508880e+00 
       5.342119747348e+00      -5.989245493176e-04      -6.685349778662e+02      -9.392201078401e+02      -9.383741798359e+02       0.000000000000e+00      -5.986062227422e-04      -8.688067005273e+02       1.496515556856e-04       1.496515556856e-04      -2.327435401378e-08       1.074168139566e+00       1.118396786191e+00       1.118366493247e+00                      nan      -2.276023391396e-08       1.068604028440e+00 
       5.466553701386e+00      -5.750967348593e-04      -6.721913320545e+02      -9.443566239207e+02      -9.434432179329e+02       0.000000000000e+00      -5.747910735303e-04      -8.735581615000e+02       1.436977683826e-04       1.436977683826e-04      -2.234897677340e-08       1.080040066292e+00       1.124513422605e+00       1.124480826776e+00                      nan      -2.185531138658e-08       1.074447897341e+00 
       5.593886094555e+00      -5.522094021455e-04      -6.758584224377e+02      -9.495080438338e+02      -9.485211724822e+02       0.000000000000e+00      -5.519159061852e-04      -8.783234293646e+02       1.379789765463e-04       1.379789765463e-04      -2.146011337624e-08       1.085929166207e+00       1.130648193336e+00       1.130613096549e+00                      nan      -2.098609540446e-08       1.080309054631e+00 
       5.724184440175e+00      -5.301983314673e-04      -6.795010798886e+02      -9.546262431943e+02      -9.535607735703e+02       0.000000000000e+00      -5.299165351243e-04      -8.830578417281e+02       1.324791337811e-04       1.324791337811e-04      -2.060528495234e-08       1.091778965020e+00       1.136742261485e+00       1.136704498600e+00                      nan      -2.015016220232e-08       1.086131288579e+00 
       5.857517824153e+00      -5.090564894528e-04      -6.831523646283e+02      -9.597563288922e+02      -9.586062778984e+02       0.000000000000e+00      -5.087859307169e-04      -8.878032759222e+02       1.271964826792e-04       1.271964826792e-04      -1.978421108422e-08       1.097642541931e+00       1.142850927990e+00       1.142810302002e+00                      nan      -1.934723740774e-08       1.091967432545e+00 
       5.993956941616e+00      -4.887444979879e-04      -6.868046192138e+02      -9.648882586418e+02      -9.636465029804e+02       0.000000000000e+00      -4.884847357856e-04      -8.925503612500e+02       1.221211839464e-04       1.221211839464e-04      -1.899534926079e-08       1.103507596882e+00       1.148961455909e+00       1.148917736301e+00                      nan      -1.857581233180e-08       1.097805306093e+00 
       6.133574134388e+00      -4.692240360483e-04      -6.904484116328e+02      -9.700088461314e+02      -9.686687361409e+02       0.000000000000e+00      -4.689746496673e-04      -8.972868926343e+02       1.172436624168e-04       1.172436624168e-04      -1.823722487008e-08       1.109358978554e+00       1.155058034794e+00       1.155011005610e+00                      nan      -1.783444523618e-08       1.103629808037e+00 
       6.276443429353e+00      -4.504796694929e-04      -6.941059609337e+02      -9.751482093541e+02      -9.737023167938e+02       0.000000000000e+00      -4.502402464203e-04      -9.020408547644e+02       1.125600616051e-04       1.125600616051e-04      -1.750924642404e-08       1.115232378379e+00       1.161177805742e+00       1.161127227581e+00                      nan      -1.712255786763e-08       1.109476428919e+00 
       6.422640577704e+00      -4.324640527718e-04      -6.977504181836e+02      -9.802701216706e+02      -9.787104691442e+02       0.000000000000e+00      -4.322342056660e-04      -9.067785673070e+02       1.080585514165e-04       1.080585514165e-04      -1.680956162378e-08       1.121084657942e+00       1.167275931247e+00       1.167221547025e+00                      nan      -1.643833859013e-08       1.115302315760e+00 
       6.572243095103e+00      -4.151679930636e-04      -7.014123295300e+02      -9.854161479677e+02      -9.837342099265e+02       0.000000000000e+00      -4.149473394681e-04      -9.115386322699e+02       1.037368348670e-04       1.037368348670e-04      -1.613781567259e-08       1.126964869917e+00       1.173403493987e+00       1.173345030531e+00                      nan      -1.578144049277e-08       1.121156275401e+00 
       6.725330302784e+00      -3.985670615384e-04      -7.050993269253e+02      -9.905965934471e+02      -9.887830438035e+02       0.000000000000e+00      -3.983552319787e-04      -9.163306296224e+02       9.958880799467e-05       9.958880799467e-05      -1.549306484265e-08       1.132885278681e+00       1.179573260631e+00       1.179510417561e+00                      nan      -1.515094080970e-08       1.127050506525e+00 
       6.881983369612e+00      -3.826092452348e-04      -7.087672431997e+02      -9.957510674459e+02      -9.937961656569e+02       0.000000000000e+00      -3.824058978772e-04      -9.210985077037e+02       9.560147446931e-05       9.560147446931e-05      -1.487329749699e-08       1.138774944107e+00       1.185711343557e+00       1.185643810216e+00                      nan      -1.454487253994e-08       1.132914415134e+00 
       7.042285355117e+00      -3.672677229738e-04      -7.124101820796e+02      -1.000872365744e+03      -9.987655180012e+02       0.000000000000e+00      -3.670725302532e-04      -9.258354797900e+02       9.176813256330e-05       9.176813256330e-05      -1.427744669012e-08       1.144624367066e+00       1.191808010234e+00       1.191735448843e+00                      nan      -1.396219179991e-08       1.138738678061e+00 
       7.206321253532e+00      -3.525355540770e-04      -7.160599438286e+02      -1.006002790832e+03      -1.003732868848e+03       0.000000000000e+00      -3.523481921025e-04      -9.305809465384e+02       8.808704802564e-05       8.808704802564e-05      -1.370527260564e-08       1.150484638088e+00       1.197916312708e+00       1.197838369366e+00                      nan      -1.340266468403e-08       1.144574006968e+00 
       7.374178038864e+00      -3.383969500528e-04      -7.197338088259e+02      -1.011166515105e+03      -1.008721348675e+03       0.000000000000e+00      -3.382171033338e-04      -9.353572800266e+02       8.455427583345e-05       8.455427583345e-05      -1.315614618047e-08       1.156383507318e+00       1.204065257422e+00       1.203981545960e+00                      nan      -1.286567570631e-08       1.150448099629e+00 
       7.545944711000e+00      -3.248197149811e-04      -7.234137463874e+02      -1.016338794849e+03      -1.013705819212e+03       0.000000000000e+00      -3.246470851381e-04      -9.401415248533e+02       8.116177128452e-05       8.116177128452e-05      -1.262881903612e-08       1.162291991451e+00       1.210224680019e+00       1.210134803202e+00                      nan      -1.235000412210e-08       1.156332132777e+00 
       7.721712342904e+00      -3.117568760510e-04      -7.270415166276e+02      -1.021440614634e+03      -1.018606059374e+03       0.000000000000e+00      -3.115911896716e-04      -9.448602707359e+02       7.789779741791e-05       7.789779741791e-05      -1.212146456767e-08       1.168116550805e+00       1.216297227891e+00       1.216200751640e+00                      nan      -1.185386365240e-08       1.162133082243e+00 
       7.901574128902e+00      -2.992363729102e-04      -7.307288470322e+02      -1.026623860042e+03      -1.023573339763e+03       0.000000000000e+00      -2.990773417311e-04      -9.496545933368e+02       7.476933543278e-05       7.476933543278e-05      -1.163517268236e-08       1.174036634135e+00       1.222469743382e+00       1.222366216534e+00                      nan      -1.137832021217e-08       1.168029471128e+00 
       8.085625434092e+00      -2.872150700236e-04      -7.344254112262e+02      -1.031819712452e+03      -1.028537306353e+03       0.000000000000e+00      -2.870624287036e-04      -9.544606193198e+02       7.176560717590e-05       7.176560717590e-05      -1.116827673927e-08       1.179971404425e+00       1.228658021116e+00       1.228546940543e+00                      nan      -1.092174417573e-08       1.173940849067e+00 
       8.273963844913e+00      -2.756445518470e-04      -7.380543556047e+02      -1.036924260324e+03      -1.033393983622e+03       0.000000000000e+00      -2.754980607868e-04      -9.591817663010e+02       6.887451519669e-05       6.887451519669e-05      -1.071887703219e-08       1.185797395422e+00       1.234733670896e+00       1.234614542214e+00                      nan      -1.048227742606e-08       1.179744517746e+00 
       8.466689220884e+00      -2.645447146198e-04      -7.417138280752e+02      -1.042070718066e+03      -1.038275233105e+03       0.000000000000e+00      -2.644041236398e-04      -9.639417923589e+02       6.610103090994e-05       6.610103090994e-05      -1.028775982609e-08       1.191672254671e+00       1.240860775609e+00       1.240733060787e+00                      nan      -1.006068912861e-08       1.185597263290e+00 
       8.663903747550e+00      -2.539068908133e-04      -7.454354066561e+02      -1.047301987982e+03      -1.043220849437e+03       0.000000000000e+00      -2.537719543411e-04      -9.687805494016e+02       6.344298858528e-05       6.344298858528e-05      -9.874589907462e-09       1.197646697572e+00       1.247092162657e+00       1.246955206867e+00                      nan      -9.656651508320e-09       1.191549557531e+00 
       8.865711990663e+00      -2.436747055488e-04      -7.491073896965e+02      -1.052466145597e+03      -1.048079913646e+03       0.000000000000e+00      -2.435452079757e-04      -9.735569343276e+02       6.088630199392e-05       6.088630199392e-05      -9.477174300168e-09       1.203541303718e+00       1.253241065351e+00       1.253094275231e+00                      nan      -9.268019986206e-09       1.197422942650e+00 
       9.072220951624e+00      -2.338492929619e-04      -7.527792758593e+02      -1.057630857004e+03      -1.052919120567e+03       0.000000000000e+00      -2.337250180793e-04      -9.783337531793e+02       5.843125451982e-05       5.843125451982e-05      -9.095552986767e-09       1.209435553448e+00       1.259390317590e+00       1.259233063516e+00                      nan      -8.894833577807e-09       1.203296552361e+00 
       9.283540124220e+00      -2.244084457419e-04      -7.564297661291e+02      -1.062766771198e+03      -1.057706632449e+03       0.000000000000e+00      -2.242891891413e-04      -9.830837904467e+02       5.607229728532e-05       5.607229728532e-05      -8.728869569839e-09       1.215295235885e+00       1.265504275783e+00       1.265335846058e+00                      nan      -8.536254938874e-09       1.209136333638e+00 
       9.499781552671e+00      -2.153565216124e-04      -7.601251751681e+02      -1.067964497212e+03      -1.062532998449e+03       0.000000000000e+00      -2.152420765724e-04      -9.878911525121e+02       5.381051914310e-05       5.381051914310e-05      -8.377289790842e-09       1.221226851878e+00       1.271693914384e+00       1.271513610815e+00                      nan      -8.192446076637e-09       1.215048306753e+00 
       9.721059891047e+00      -2.066611280802e-04      -7.638066003391e+02      -1.073143636098e+03      -1.067314588483e+03       0.000000000000e+00      -2.065513050939e-04      -9.926812006869e+02       5.163782627347e-05       5.163782627347e-05      -8.039558655575e-09       1.227135778588e+00       1.277860709998e+00       1.277667723777e+00                      nan      -7.862179797400e-09       1.220938335405e+00 
       9.947492464050e+00      -1.983029784408e-04      -7.674519654121e+02      -1.078274150388e+03      -1.072021248802e+03       0.000000000000e+00      -1.981975982522e-04      -9.974260384109e+02       4.954939956306e-05       4.954939956306e-05      -7.714925979191e-09       1.232986555564e+00       1.283967785805e+00       1.283761311894e+00                      nan      -7.544722473137e-09       1.226771177953e+00 
       1.017919932923e+01      -1.903018963086e-04      -7.711915853622e+02      -1.083533722632e+03      -1.076828590241e+03       0.000000000000e+00      -1.902007691293e-04      -1.002290640261e+03       4.755019228233e-05       4.755019228233e-05      -7.404160651233e-09       1.238988465572e+00       1.290233141825e+00       1.290012314272e+00                      nan      -7.240825981496e-09       1.232755113527e+00 
       1.041630334063e+01      -1.825885281972e-04      -7.748000805116e+02      -1.088615231116e+03      -1.081429408328e+03       0.000000000000e+00      -1.824915010946e-04      -1.006989828986e+03       4.562287527365e-05       4.562287527365e-05      -7.104570786066e-09       1.244779514881e+00       1.296279827416e+00       1.296043795469e+00                      nan      -6.947857962283e-09       1.238529981788e+00 
       1.065893021393e+01      -1.751948418966e-04      -7.784564332557e+02      -1.093762625472e+03      -1.086062216693e+03       0.000000000000e+00      -1.751017449518e-04      -1.011750117339e+03       4.377543623796e-05       4.377543623796e-05      -6.817396967687e-09       1.250647151564e+00       1.302407249686e+00       1.302154960974e+00                      nan      -6.667031564233e-09       1.244381841042e+00 
       1.090720859313e+01      -1.681184092006e-04      -7.822128116799e+02      -1.099046784361e+03      -1.090799134557e+03       0.000000000000e+00      -1.680290737858e-04      -1.016637344154e+03       4.200726844645e-05       4.200726844645e-05      -6.542547762023e-09       1.256675152099e+00       1.308702674904e+00       1.308433146725e+00                      nan      -6.398257435232e-09       1.250394066209e+00 
       1.116127011869e+01      -1.612993043379e-04      -7.858480405981e+02      -1.104166899316e+03      -1.095337352689e+03       0.000000000000e+00      -1.612135936739e-04      -1.021372125965e+03       4.030339841846e-05       4.030339841846e-05      -6.277688886869e-09       1.262508264243e+00       1.314796272938e+00       1.314508465413e+00                      nan      -6.139252737638e-09       1.256213285046e+00 
       1.142124949741e+01      -1.547695578166e-04      -7.895649553980e+02      -1.109398645165e+03      -1.099950647924e+03       0.000000000000e+00      -1.546873181002e-04      -1.026210525108e+03       3.867182952505e-05       3.867182952505e-05      -6.024074529392e-09       1.268472258588e+00       1.321027234791e+00       1.320720051418e+00                      nan      -5.891244154461e-09       1.262163586203e+00 
       1.168728457379e+01      -1.484947882574e-04      -7.932490190321e+02      -1.114586572941e+03      -1.104480891227e+03       0.000000000000e+00      -1.484158839606e-04      -1.031008126091e+03       3.710397099014e-05       3.710397099014e-05      -5.780361404280e-09       1.274383159062e+00       1.327204125958e+00       1.326876388593e+00                      nan      -5.652917922151e-09       1.268062040415e+00 
       1.195951640315e+01      -1.424696881357e-04      -7.969234151975e+02      -1.119762174575e+03      -1.108957960893e+03       0.000000000000e+00      -1.423939865509e-04      -1.035794182413e+03       3.559849663773e-05       3.559849663773e-05      -5.546345697339e-09       1.280278171999e+00       1.333365724022e+00       1.333016213720e+00                      nan      -5.424074779864e-09       1.273945692864e+00 
       1.223808932641e+01      -1.366834901662e-04      -8.005817953579e+02      -1.124916902563e+03      -1.113372213548e+03       0.000000000000e+00      -1.366108643094e-04      -1.040560745180e+03       3.415271607736e-05       3.415271607736e-05      -5.321607870964e-09       1.286147086440e+00       1.339501480403e+00       1.339128951340e+00                      nan      -5.204304434580e-09       1.279804452038e+00 
       1.252315104662e+01      -1.311369266995e-04      -8.042849688324e+02      -1.130133269956e+03      -1.117803147808e+03       0.000000000000e+00      -1.310672491970e-04      -1.045384472816e+03       3.276681229924e-05       3.276681229924e-05      -5.106181659190e-09       1.292087560439e+00       1.345713091397e+00       1.345316211514e+00                      nan      -4.993639986263e-09       1.285735483947e+00 
       1.281485270728e+01      -1.258073420251e-04      -8.079527567139e+02      -1.135302493838e+03      -1.122140473646e+03       0.000000000000e+00      -1.257404975451e-04      -1.050164299453e+03       3.143512438628e-05       3.143512438628e-05      -4.899181446330e-09       1.297970788248e+00       1.351866563689e+00       1.351443960174e+00                      nan      -4.791215272613e-09       1.291610743259e+00 
       1.311334897247e+01      -1.206936174337e-04      -8.116317796362e+02      -1.140487949502e+03      -1.126447105849e+03       0.000000000000e+00      -1.206294912396e-04      -1.054959090122e+03       3.015737280991e-05       3.015737280991e-05      -4.700566220899e-09       1.303871625512e+00       1.358039899111e+00       1.357590206110e+00                      nan      -4.596990240832e-09       1.297504749327e+00 
       1.341879810886e+01      -1.157883070812e-04      -8.153309325175e+02      -1.145701930014e+03      -1.130727851084e+03       0.000000000000e+00      -1.157267883947e-04      -1.059780239373e+03       2.893169709867e-05       2.893169709867e-05      -4.510046156222e-09       1.309804335814e+00       1.364248048341e+00       1.363769641833e+00                      nan      -4.410681457384e-09       1.303431772053e+00 
       1.373136206963e+01      -1.110787567885e-04      -8.190198004736e+02      -1.150902810861e+03      -1.134944774206e+03       0.000000000000e+00      -1.110197415555e-04      -1.064589117761e+03       2.775493538887e-05       2.775493538887e-05      -4.327131213418e-09       1.315720059798e+00       1.370440169136e+00       1.369931586204e+00                      nan      -4.231809742476e-09       1.309343228383e+00 
       1.405120658032e+01      -1.065555586795e-04      -8.226845878939e+02      -1.156072099141e+03      -1.139074724268e+03       0.000000000000e+00      -1.064989478468e-04      -1.069368517883e+03       2.662473696171e-05       2.662473696171e-05      -4.151454057589e-09       1.321596599562e+00       1.376593263369e+00       1.376052888608e+00                      nan      -4.060015839553e-09       1.315217126835e+00 
       1.437850122673e+01      -1.022188473486e-04      -8.263837537513e+02      -1.161289292075e+03      -1.143196108385e+03       0.000000000000e+00      -1.021645417927e-04      -1.074192275929e+03       2.554113544817e-05       2.554113544817e-05      -3.983021909668e-09       1.327527826968e+00       1.382805167517e+00       1.382231371620e+00                      nan      -3.895306853748e-09       1.321146932954e+00 
       1.471341954482e+01      -9.805513190116e-05      -8.300692244247e+02      -1.166489098676e+03      -1.147241766173e+03       0.000000000000e+00      -9.800303966839e-05      -1.078999740525e+03       2.450075991710e-05       2.450075991710e-05      -3.821309143275e-09       1.333436510320e+00       1.388995558749e+00       1.388386662631e+00                      nan      -3.737168739870e-09       1.327055886519e+00 
       1.505613911270e+01      -9.405827926361e-05      -8.337461652069e+02      -1.171678567981e+03      -1.151216366826e+03       0.000000000000e+00      -9.400831166004e-05      -1.083797455826e+03       2.350207791501e-05       2.350207791501e-05      -3.666078211849e-09       1.339330907140e+00       1.395173123656e+00       1.394527386867e+00                      nan      -3.585369215469e-09       1.332952273859e+00 
       1.540684164483e+01      -9.022506925608e-05      -8.374454148497e+02      -1.176899747548e+03      -1.155159833488e+03       0.000000000000e+00      -9.017713930031e-05      -1.088624462194e+03       2.254428482508e-05       2.254428482508e-05      -3.517204474843e-09       1.345260523159e+00       1.401389533614e+00       1.400705160735e+00                      nan      -3.439786405198e-09       1.338885446543e+00 
       1.576571308833e+01      -8.654216549467e-05      -8.411028589825e+02      -1.182065417272e+03      -1.158984324085e+03       0.000000000000e+00      -8.649619329220e-05      -1.093399754286e+03       2.162404832305e-05       2.162404832305e-05      -3.374168772671e-09       1.351122357480e+00       1.407537614559e+00       1.406812812442e+00                      nan      -3.299912596336e-09       1.344752991762e+00 
       1.613294372160e+01      -8.301145552526e-05      -8.447944360871e+02      -1.187279017133e+03      -1.162790991809e+03       0.000000000000e+00      -8.296736018041e-05      -1.098219385809e+03       2.074184004510e-05       2.074184004510e-05      -3.237045789233e-09       1.357038325211e+00       1.413744470185e+00       1.412977383290e+00                      nan      -3.165820854400e-09       1.350676328738e+00 
       1.650872825517e+01      -7.962055736107e-05      -8.484562589865e+02      -1.192453727910e+03      -1.166491878992e+03       0.000000000000e+00      -7.957826455790e-05      -1.103002712971e+03       1.989456613948e-05       1.989456613948e-05      -3.105353174427e-09       1.362905803456e+00       1.419903335383e+00       1.419092090732e+00                      nan      -3.037039457188e-09       1.356553433070e+00 
       1.689326593498e+01      -7.637050581258e-05      -8.521591315131e+02      -1.197685851623e+03      -1.170182343315e+03       0.000000000000e+00      -7.632994068676e-05      -1.107839178055e+03       1.908248517169e-05       1.908248517169e-05      -2.979133117666e-09       1.368838453839e+00       1.426132714463e+00       1.425275424738e+00                      nan      -2.913609706628e-09       1.362497508377e+00 
       1.728676064800e+01      -7.324931219900e-05      -8.558327482681e+02      -1.202879914921e+03      -1.173765424559e+03       0.000000000000e+00      -7.321040625690e-05      -1.112640090735e+03       1.830260156423e-05       1.830260156423e-05      -2.857917994416e-09       1.374723338868e+00       1.432315118397e+00       1.431409869443e+00                      nan      -2.795074268887e-09       1.368396281453e+00 
       1.768942103034e+01      -7.025439236809e-05      -8.595054940523e+02      -1.208074528658e+03      -1.177278980453e+03       0.000000000000e+00      -7.021707849020e-05      -1.117441311085e+03       1.755426962255e-05       1.755426962255e-05      -2.741608438022e-09       1.380605997629e+00       1.438498109267e+00       1.437542976026e+00                      nan      -2.681335995685e-09       1.374295174386e+00 
       1.810146057785e+01      -6.738251152684e-05      -8.632005011588e+02      -1.213301416575e+03      -1.180755470048e+03       0.000000000000e+00      -6.734672431397e-05      -1.122272272504e+03       1.683668107849e-05       1.683668107849e-05      -2.630078685763e-09       1.386523536968e+00       1.444720513455e+00       1.443713621336e+00                      nan      -2.572271902723e-09       1.380231255851e+00 
       1.852309775936e+01      -6.462626839920e-05      -8.668867112111e+02      -1.218518238081e+03      -1.184151058730e+03       0.000000000000e+00      -6.459194638491e-05      -1.127093661804e+03       1.614798659623e-05       1.614798659623e-05      -2.523041449155e-09       1.392426043292e+00       1.450930460850e+00       1.449869899583e+00                      nan      -2.467601053055e-09       1.386154950099e+00 
       1.895455613248e+01      -6.197951166594e-05      -8.705417893421e+02      -1.223694808351e+03      -1.187436818970e+03       0.000000000000e+00      -6.194659665311e-05      -1.131877421582e+03       1.548664916328e-05       1.548664916328e-05      -2.420256646540e-09       1.398277593564e+00       1.457090713387e+00       1.455974634059e+00                      nan      -2.367088645977e-09       1.392030652054e+00 
       1.939606446216e+01      -5.944138835874e-05      -8.742145704731e+02      -1.228897659528e+03      -1.190679823522e+03       0.000000000000e+00      -5.940982260484e-05      -1.136685331825e+03       1.485245565121e-05       1.485245565121e-05      -2.321692499381e-09       1.404156568623e+00       1.463283087942e+00       1.462109676292e+00                      nan      -2.270703636037e-09       1.397936504291e+00 
       1.984785684196e+01      -5.700582037878e-05      -8.778802977694e+02      -1.234093095313e+03      -1.193847374698e+03       0.000000000000e+00      -5.697554937122e-05      -1.141486099278e+03       1.424388734280e-05       1.424388734280e-05      -2.227112526742e-09       1.410023160250e+00       1.469466285386e+00       1.468233779567e+00                      nan      -2.178214759121e-09       1.403833023891e+00 
       2.031017281816e+01      -5.467116665338e-05      -8.815781349948e+02      -1.239334739888e+03      -1.196994501053e+03       0.000000000000e+00      -5.464213675329e-05      -1.146329486557e+03       1.366053418832e-05       1.366053418832e-05      -2.136453194253e-09       1.415940196761e+00       1.475705986203e+00       1.474412684018e+00                      nan      -2.089559891708e-09       1.409782926881e+00 
       2.078325751684e+01      -5.242980835089e-05      -8.852510049304e+02      -1.244544788734e+03      -1.200046196956e+03       0.000000000000e+00      -5.240196996698e-05      -1.151143251500e+03       1.310049249174e-05       1.310049249174e-05      -2.049418224847e-09       1.421815975099e+00       1.481906803212e+00       1.480551111785e+00                      nan      -2.004449294191e-09       1.415695058938e+00 
       2.126736177375e+01      -5.028013329568e-05      -8.889340876947e+02      -1.249771547450e+03      -1.203053351421e+03       0.000000000000e+00      -5.025343769505e-05      -1.155972205296e+03       1.256335942376e-05       1.256335942376e-05      -1.965944849945e-09       1.427706925644e+00       1.488127786609e+00       1.486708210508e+00                      nan      -1.922821584343e-09       1.421625796277e+00 
       2.176274226738e+01      -4.821767240289e-05      -8.926138579182e+02      -1.254996494728e+03      -1.206001013011e+03       0.000000000000e+00      -4.819207322735e-05      -1.160799160619e+03       1.204801830684e-05       1.204801830684e-05      -1.885859965862e-09       1.433591271574e+00       1.494346426999e+00       1.492861600785e+00                      nan      -1.844507493404e-09       1.427553606748e+00 
       2.226966165502e+01      -4.623633537994e-05      -8.962398447119e+02      -1.260151194154e+03      -1.208824961337e+03       0.000000000000e+00      -4.621178950724e-05      -1.165560531211e+03       1.155294737681e-05       1.155294737681e-05      -1.808925504839e-09       1.439387898872e+00       1.500478445794e+00       1.498927153507e+00                      nan      -1.769274181001e-09       1.433397937368e+00 
       2.278838871204e+01      -4.433862633733e-05      -8.999237961892e+02      -1.265387888060e+03      -1.211682274266e+03       0.000000000000e+00      -4.431508931738e-05      -1.170397685509e+03       1.107877232934e-05       1.107877232934e-05      -1.735241221913e-09       1.445276180739e+00       1.506711006224e+00       1.505092194467e+00                      nan      -1.697219255659e-09       1.439337557189e+00 
       2.331919847440e+01      -4.251734936995e-05      -9.035901610425e+02      -1.270603823885e+03      -1.214475875349e+03       0.000000000000e+00      -4.249478057537e-05      -1.175215189394e+03       1.062369514384e-05       1.062369514384e-05      -1.664525910287e-09       1.451134720723e+00       1.512917859129e+00       1.511230667745e+00                      nan      -1.628067685795e-09       1.445251815731e+00 
       2.386237238446e+01      -4.076939983861e-05      -9.072365700576e+02      -1.275795965169e+03      -1.217209284739e+03       0.000000000000e+00      -4.074776029207e-05      -1.180010200880e+03       1.018694007302e-05       1.018694007302e-05      -1.596659144577e-09       1.456959653723e+00       1.519095226578e+00       1.517339010158e+00                      nan      -1.561701710841e-09       1.451137065874e+00 
       2.441819844021e+01      -3.909307354522e-05      -9.108902171935e+02      -1.281001452549e+03      -1.219927497312e+03       0.000000000000e+00      -3.907232517608e-05      -1.184817197014e+03       9.768081294020e-06       9.768081294020e-06      -1.531575232301e-09       1.462794557180e+00       1.525288810899e+00       1.523463181696e+00                      nan      -1.498057102221e-09       1.457036925024e+00 
       2.498697134799e+01      -3.748599651894e-05      -9.145644213951e+02      -1.286238759506e+03      -1.222656570897e+03       0.000000000000e+00      -3.746610251897e-05      -1.189653293375e+03       9.366525629744e-06       9.366525629744e-06      -1.469181854533e-09       1.468660729676e+00       1.531521139091e+00       1.529625947108e+00                      nan      -1.437043579990e-09       1.462972863894e+00 
       2.556899267872e+01      -3.594451927227e-05      -9.182394041867e+02      -1.291480992333e+03      -1.225380613294e+03       0.000000000000e+00      -3.592544477228e-05      -1.194493511059e+03       8.981361193071e-06       8.981361193071e-06      -1.409337317694e-09       1.474526330038e+00       1.537759301271e+00       1.535794748811e+00                      nan      -1.378522582158e-09       1.468913401012e+00 
       2.616457102781e+01      -3.446371027958e-05      -9.218541254827e+02      -1.296645276075e+03      -1.228023666273e+03       0.000000000000e+00      -3.444542302989e-05      -1.199260861151e+03       8.611355757473e-06       8.611355757473e-06      -1.351848679630e-09       1.480293268552e+00       1.543901364903e+00       1.541867864532e+00                      nan      -1.322305398279e-09       1.474761112287e+00 
