# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.00899e-05 to 200.404 h/Mpc,
# number of wavenumbers equal to 797
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_m                    8:d_tot                  9:phi                   10:psi                
       8.039867141273e-03      -4.295939983397e-01      -6.570020808331e+00      -6.728345018284e+00       0.000000000000e+00      -5.345418296739e-01      -6.703214185966e+00      -6.521780985149e+00       4.991220964150e-01       5.004678691635e-01 
       8.162460667189e-03      -4.167760612294e-01      -6.744898967080e+00      -6.912745840902e+00       0.000000000000e+00      -5.327393186406e-01      -6.886073672379e+00      -6.699077172069e+00       4.972750596845e-01       4.985350642182e-01 
       8.285119507386e-03      -4.070058735044e-01      -6.921229762650e+00      -7.099014034028e+00       0.000000000000e+00      -5.331191244112e-01      -7.070732595383e+00      -6.878198505779e+00       4.954426077044e-01       4.966128389411e-01 
       8.407841500385e-03      -4.003006394169e-01      -7.098976083884e+00      -7.287121854806e+00       0.000000000000e+00      -5.355709007036e-01      -7.257161658143e+00      -7.059115540171e+00       4.936240326052e-01       4.947014501322e-01 
       8.530624619186e-03      -3.966472955740e-01      -7.278102537380e+00      -7.477043147195e+00       0.000000000000e+00      -5.399616750927e-01      -7.445333174401e+00      -7.241799604199e+00       4.918186959871e-01       4.928011933024e-01 
       8.653466962623e-03      -3.960031082090e-01      -7.458572729388e+00      -7.668751973638e+00       0.000000000000e+00      -5.461377001216e-01      -7.635219484221e+00      -7.426221289978e+00       4.900259217251e-01       4.909122898271e-01 
       8.776366747401e-03      -3.982958096933e-01      -7.640345051143e+00      -7.862223126885e+00       0.000000000000e+00      -5.539269416430e-01      -7.826792712620e+00      -7.612350227364e+00       4.882449901032e-01       4.890348772027e-01 
       8.899322300761e-03      -4.034271869782e-01      -7.823391416716e+00      -8.057433107818e+00       0.000000000000e+00      -5.631415327264e-01      -8.020028567655e+00      -7.800158958027e+00       4.864753814931e-01       4.871692438406e-01 
       9.022332053707e-03      -4.112711643926e-01      -8.007673948474e+00      -8.254356873872e+00       0.000000000000e+00      -5.735799027742e-01      -8.214899905460e+00      -7.989616568964e+00       4.847163724581e-01       4.853154275147e-01 
       9.145394534756e-03      -4.216760898624e-01      -8.193150349999e+00      -8.452968878785e+00       0.000000000000e+00      -5.850296287011e-01      -8.411378452183e+00      -8.180690466515e+00       4.829671677102e-01       4.834733420985e-01 
       9.268508364164e-03      -4.344694416109e-01      -8.379796240386e+00      -8.653246081380e+00       0.000000000000e+00      -5.972708804580e-01      -8.609440894462e+00      -8.373352503259e+00       4.812272601148e-01       4.816431309382e-01 
       9.391672248585e-03      -4.494553231907e-01      -8.567573119388e+00      -8.855164203807e+00       0.000000000000e+00      -6.100785645059e-01      -8.809060630292e+00      -8.567570812331e+00       4.794959460605e-01       4.798246863170e-01 
       9.514884976134e-03      -4.664188675273e-01      -8.756442159842e+00      -9.058699065800e+00       0.000000000000e+00      -6.232254730663e-01      -9.010211085986e+00      -8.763313203779e+00       4.777725354594e-01       4.780178543732e-01 
       9.638145411804e-03      -4.851291140308e-01      -8.946371583897e+00      -9.263827658663e+00       0.000000000000e+00      -6.364853559326e-01      -9.212867796588e+00      -8.960549298777e+00       4.760564651060e-01       4.762225467630e-01 
       9.761452493240e-03      -5.053405777516e-01      -9.137329023358e+00      -9.470526777506e+00       0.000000000000e+00      -6.496354031896e-01      -9.417006040997e+00      -9.159248256972e+00       4.743471699885e-01       4.744386127379e-01 
       9.884805226797e-03      -5.267950825058e-01      -9.329271035964e+00      -9.678772298139e+00       0.000000000000e+00      -6.624589045314e-01      -9.622598553128e+00      -9.359376579713e+00       4.726439765944e-01       4.726657322184e-01 
       1.000820268391e-02      -5.492271303223e-01      -9.522177755464e+00      -9.888543046169e+00       0.000000000000e+00      -6.747489585146e-01      -9.829624313744e+00      -9.560906914781e+00       4.709465470203e-01       4.709038577236e-01 
       1.013164399769e-02      -5.723630761733e-01      -9.716005650959e+00      -1.009981503539e+01       0.000000000000e+00      -6.863089103719e-01      -1.003805615673e+01      -9.763805833867e+00       4.692542627721e-01       4.691526031871e-01 
       1.025512835981e-02      -5.959263707893e-01      -9.910721251629e+00      -1.031256563280e+01       0.000000000000e+00      -6.969562014012e-01      -1.024786966226e+01      -9.968042729218e+00       4.675666716868e-01       4.674116887016e-01 
       1.037865501757e-02      -6.196400550488e-01      -1.010629406617e+01      -1.052677284695e+01       0.000000000000e+00      -7.065245179748e-01      -1.045904143067e+01      -1.017358817458e+01       4.658833975556e-01       4.656808517705e-01 
       1.050222327119e-02      -6.432287376619e-01      -1.030269276401e+01      -1.074241460365e+01       0.000000000000e+00      -7.148646577146e-01      -1.067154784909e+01      -1.038041277215e+01       4.642040830759e-01       4.639597942109e-01 
       1.062583247129e-02      -6.664215875464e-01      -1.049988412004e+01      -1.095946876978e+01       0.000000000000e+00      -7.218463752599e-01      -1.088536496664e+01      -1.058848707669e+01       4.625283874262e-01       4.622481812845e-01 
       1.074948201654e-02      -6.889548501459e-01      -1.069782738799e+01      -1.117791225802e+01       0.000000000000e+00      -7.273598012944e-01      -1.110046681426e+01      -1.079778003117e+01       4.608559194639e-01       4.605455769086e-01 
       1.087317135149e-02      -7.105756818763e-01      -1.089649323051e+01      -1.139772362986e+01       0.000000000000e+00      -7.313176059057e-01      -1.131683063744e+01      -1.100826419091e+01       4.591864615491e-01       4.588516692628e-01 
       1.099689996454e-02      -7.310425820131e-01      -1.109585232902e+01      -1.161888151185e+01       0.000000000000e+00      -7.336539964261e-01      -1.153443374255e+01      -1.121991261666e+01       4.575198277793e-01       4.571661356738e-01 
       1.112066738603e-02      -7.501305193902e-01      -1.129586754309e+01      -1.184136375611e+01       0.000000000000e+00      -7.343271275486e-01      -1.175325152700e+01      -1.143269705830e+01       4.558557898973e-01       4.554885662318e-01 
       1.124447318649e-02      -7.676283018118e-01      -1.149650389775e+01      -1.206514834116e+01       0.000000000000e+00      -7.333159507359e-01      -1.197325984807e+01      -1.164659019738e+01       4.541941712195e-01       4.538185706174e-01 
       1.136831697505e-02      -7.833444569728e-01      -1.169773849728e+01      -1.229021500887e+01       0.000000000000e+00      -7.306237646463e-01      -1.219443797245e+01      -1.186156870020e+01       4.525349565383e-01       4.521558839276e-01 
       1.149219839782e-02      -7.971107874846e-01      -1.189952992722e+01      -1.251654141194e+01       0.000000000000e+00      -7.262774009598e-01      -1.241676044680e+01      -1.207760526026e+01       4.508779833892e-01       4.505000591738e-01 
       1.161611713657e-02      -8.087773983584e-01      -1.210185465136e+01      -1.274410759784e+01       0.000000000000e+00      -7.203236343626e-01      -1.264020669885e+01      -1.229467791701e+01       4.492232956584e-01       4.488508360961e-01 
       1.174007290735e-02      -8.182173899521e-01      -1.230466857439e+01      -1.297289006196e+01       0.000000000000e+00      -7.128296516278e-01      -1.286474987352e+01      -1.251275918272e+01       4.475707377081e-01       4.472077322836e-01 
       1.186406545928e-02      -8.253314649211e-01      -1.250795532788e+01      -1.320287095303e+01       0.000000000000e+00      -7.038848523332e-01      -1.309037232170e+01      -1.273183131768e+01       4.459205063794e-01       4.455705953696e-01 
       1.198809457340e-02      -8.300452932183e-01      -1.271166907559e+01      -1.343402664990e+01       0.000000000000e+00      -6.935956313351e-01      -1.331704680216e+01      -1.295186782696e+01       4.442724863422e-01       4.439389471070e-01 
       1.211216006162e-02      -8.323052161659e-01      -1.291578243495e+01      -1.366633724450e+01       0.000000000000e+00      -6.820835032148e-01      -1.354475214904e+01      -1.317284870674e+01       4.426267894017e-01       4.423125317096e-01 
       1.223626176571e-02      -8.320854930772e-01      -1.312027060053e+01      -1.389978293225e+01       0.000000000000e+00      -6.694858137997e-01      -1.377346773406e+01      -1.339475511428e+01       4.409835601432e-01       4.406911174576e-01 
       1.236039955642e-02      -8.293907369811e-01      -1.332509164276e+01      -1.413434140145e+01       0.000000000000e+00      -6.559537411696e-01      -1.400316803478e+01      -1.361756412382e+01       4.393428040316e-01       4.390743256996e-01 
       1.248457333258e-02      -8.242486377032e-01      -1.353022463298e+01      -1.436999421229e+01       0.000000000000e+00      -6.416482511623e-01      -1.423383417817e+01      -1.384125981397e+01       4.377047494051e-01       4.374620049693e-01 
       1.260878302035e-02      -8.167076669382e-01      -1.373563105035e+01      -1.460671937021e+01       0.000000000000e+00      -6.267373217897e-01      -1.446544146457e+01      -1.406582101093e+01       4.360694476502e-01       4.358538344952e-01 
       1.273302857247e-02      -8.068427708035e-01      -1.394128165336e+01      -1.484449668200e+01       0.000000000000e+00      -6.113959531239e-01      -1.469796820500e+01      -1.429123001995e+01       4.344370547855e-01       4.342496032341e-01 
       1.285730996757e-02      -7.947573048965e-01      -1.414716085415e+01      -1.508331058907e+01       0.000000000000e+00      -5.958035947360e-01      -1.493139881138e+01      -1.451747562545e+01       4.328079118802e-01       4.326492921555e-01 
       1.298162720958e-02      -7.805705786382e-01      -1.435321228259e+01      -1.532313372192e+01       0.000000000000e+00      -5.801391632238e-01      -1.516570118211e+01      -1.474453078712e+01       4.311818753552e-01       4.310524153693e-01 
       1.310598032712e-02      -7.644246091784e-01      -1.455942464880e+01      -1.556395128750e+01       0.000000000000e+00      -5.645814543725e-01      -1.540086106684e+01      -1.497238625104e+01       4.295593234868e-01       4.294590230341e-01 
       1.323036937300e-02      -7.464781750120e-01      -1.476576207207e+01      -1.580574236997e+01       0.000000000000e+00      -5.493056214626e-01      -1.563685509821e+01      -1.520102411504e+01       4.279403661573e-01       4.278689156768e-01 
       1.335479442371e-02      -7.269118517750e-01      -1.497219777366e+01      -1.604848775017e+01       0.000000000000e+00      -5.344808951675e-01      -1.587366280463e+01      -1.543042960952e+01       4.263251947261e-01       4.262819933442e-01 
       1.347925557895e-02      -7.059187261381e-01      -1.517870223586e+01      -1.629216913631e+01       0.000000000000e+00      -5.202673780709e-01      -1.611126404615e+01      -1.566058838646e+01       4.247139995537e-01       4.246981790815e-01 
       1.360375296130e-02      -6.837013014318e-01      -1.538524462910e+01      -1.653676514132e+01       0.000000000000e+00      -5.068183504420e-01      -1.634963588226e+01      -1.589148345747e+01       4.231068860148e-01       4.231173328934e-01 
       1.372828671577e-02      -6.604791075085e-01      -1.559179640478e+01      -1.678225844798e+01       0.000000000000e+00      -4.942712467186e-01      -1.658875914614e+01      -1.612310160462e+01       4.215040543808e-01       4.215394348077e-01 
       1.385285700951e-02      -6.364753533018e-01      -1.579831986471e+01      -1.702862665906e+01       0.000000000000e+00      -4.827533834448e-01      -1.682860893289e+01      -1.635542397104e+01       4.199055438214e-01       4.199643277751e-01 
       1.397746403149e-02      -6.119220182008e-01      -1.600480772440e+01      -1.727585711702e+01       0.000000000000e+00      -4.723746141993e-01      -1.706917343549e+01      -1.658844439964e+01       4.183117113524e-01       4.183922000322e-01 
       1.410210799223e-02      -5.870538839090e-01      -1.621122046651e+01      -1.752392818767e+01       0.000000000000e+00      -4.632288642901e-01      -1.731042809214e+01      -1.682214416515e+01       4.167225775591e-01       4.168229289829e-01 
       1.422678912359e-02      -5.621063080843e-01      -1.641753031553e+01      -1.777282161746e+01       0.000000000000e+00      -4.553950947017e-01      -1.755235308425e+01      -1.705650899182e+01       4.151382669598e-01       4.152565202646e-01 
       1.435150767850e-02      -5.373122674800e-01      -1.662371053647e+01      -1.802251924569e+01       0.000000000000e+00      -4.489272849600e-01      -1.779492882841e+01      -1.729152450851e+01       4.135588935512e-01       4.136930021632e-01 
       1.447626393085e-02      -5.129036934643e-01      -1.682972962594e+01      -1.827300191381e+01       0.000000000000e+00      -4.438692839217e-01      -1.803813415223e+01      -1.752717463559e+01       4.119845184998e-01       4.121323660707e-01 
       1.460105817528e-02      -4.891062291169e-01      -1.703556714774e+01      -1.852425328468e+01       0.000000000000e+00      -4.402421592577e-01      -1.828195201749e+01      -1.776344697126e+01       4.104152814417e-01       4.105747109982e-01 
       1.472589072706e-02      -4.661348046197e-01      -1.724120053872e+01      -1.877625769600e+01       0.000000000000e+00      -4.380454637040e-01      -1.852636563039e+01      -1.800032888344e+01       4.088513049149e-01       4.090201462434e-01 
       1.485076192202e-02      -4.441943451683e-01      -1.744659295768e+01      -1.902899342714e+01       0.000000000000e+00      -4.372615772593e-01      -1.877135078566e+01      -1.823780017090e+01       4.072925295182e-01       4.074686198597e-01 
       1.497567211642e-02      -4.234782458290e-01      -1.765172575690e+01      -1.928244650424e+01       0.000000000000e+00      -4.378535872236e-01      -1.901689273852e+01      -1.847584939546e+01       4.057390883338e-01       4.059202953270e-01 
       1.510062168691e-02      -4.041677465459e-01      -1.785656493576e+01      -1.953659599154e+01       0.000000000000e+00      -4.397701309739e-01      -1.926296840498e+01      -1.871445664051e+01       4.041909167234e-01       4.043751541834e-01 
       1.522561103051e-02      -3.864189385913e-01      -1.806109669947e+01      -1.979142987198e+01       0.000000000000e+00      -4.429357407324e-01      -1.950956546268e+01      -1.895361173419e+01       4.026481572170e-01       4.028334155305e-01 
       1.535064056456e-02      -3.703832508481e-01      -1.826529529156e+01      -2.004692879835e+01       0.000000000000e+00      -4.472677831917e-01      -1.975666349561e+01      -1.919329648313e+01       4.011107687095e-01       4.012951182507e-01 
       1.547571072678e-02      -3.561838680477e-01      -1.846912330711e+01      -2.030307670015e+01       0.000000000000e+00      -4.526626534836e-01      -2.000424296091e+01      -1.943349276172e+01       3.995787100118e-01       3.997603265679e-01 
       1.560082197522e-02      -3.439255389019e-01      -1.867256852316e+01      -2.055985704747e+01       0.000000000000e+00      -4.590059556835e-01      -2.025228800065e+01      -1.967418564618e+01       3.980519994593e-01       3.982291759071e-01 
       1.572597478839e-02      -3.336921058458e-01      -1.887560890860e+01      -2.081725537414e+01       0.000000000000e+00      -4.661716681620e-01      -2.050078290364e+01      -1.991535982621e+01       3.965306410059e-01       3.967017994944e-01 
       1.585116966523e-02      -3.255494884407e-01      -1.907821319929e+01      -2.107525327373e+01       0.000000000000e+00      -4.740251166054e-01      -2.074970715444e+01      -2.015699491138e+01       3.950145323825e-01       3.951782317049e-01 
       1.597640712530e-02      -3.195354001206e-01      -1.928034376683e+01      -2.133383537571e+01       0.000000000000e+00      -4.824220429755e-01      -2.099904178023e+01      -2.039907136217e+01       3.935035882740e-01       3.936585363931e-01 
       1.610168770878e-02      -3.156660903132e-01      -1.948204117997e+01      -2.159298831555e+01       0.000000000000e+00      -4.912142515161e-01      -2.124878204667e+01      -2.064158333067e+01       3.919979768287e-01       3.921430373350e-01 
       1.622701197668e-02      -3.139398723381e-01      -1.968318190378e+01      -2.185269263099e+01       0.000000000000e+00      -5.002487289723e-01      -2.149889174926e+01      -2.088449347004e+01       3.904972703574e-01       3.906314618865e-01 
       1.635238051089e-02      -3.143290065207e-01      -1.988383077464e+01      -2.211293615181e+01       0.000000000000e+00      -5.093716123058e-01      -2.174937105225e+01      -2.112779995296e+01       3.890017029069e-01       3.891242074977e-01 
       1.647779391440e-02      -3.167816928637e-01      -2.008393587888e+01      -2.237370623939e+01       0.000000000000e+00      -5.184295034351e-01      -2.200020099912e+01      -2.137148153525e+01       3.875111426537e-01       3.876213051221e-01 
       1.660325281146e-02      -3.212305705725e-01      -2.028347009393e+01      -2.263498591181e+01       0.000000000000e+00      -5.272713428083e-01      -2.225136292573e+01      -2.161551716526e+01       3.860254603050e-01       3.861227857203e-01 
       1.672875784775e-02      -3.275850131917e-01      -2.048242782667e+01      -2.289675955121e+01       0.000000000000e+00      -5.357508386011e-01      -2.250284282066e+01      -2.185988999168e+01       3.845446006965e-01       3.846287533995e-01 
       1.685430969059e-02      -3.357384459372e-01      -2.068072936970e+01      -2.315900654377e+01       0.000000000000e+00      -5.437274619934e-01      -2.275461047993e+01      -2.210456707749e+01       3.830682295808e-01       3.831390276003e-01 
       1.697990902917e-02      -3.455584614695e-01      -2.087844837366e+01      -2.342172631211e+01       0.000000000000e+00      -5.510709469013e-01      -2.300667733096e+01      -2.234955589498e+01       3.815967099182e-01       3.816541237645e-01 
       1.710555657479e-02      -3.569050381814e-01      -2.107550217693e+01      -2.368489370587e+01       0.000000000000e+00      -5.576592764486e-01      -2.325900888602e+01      -2.259481900074e+01       3.801296272486e-01       3.801737685511e-01 
       1.723125306111e-02      -3.696226300463e-01      -2.127185783053e+01      -2.394849505026e+01       0.000000000000e+00      -5.633816698513e-01      -2.351158833800e+01      -2.284033606314e+01       3.786668674487e-01       3.786979824856e-01 
       1.735699924443e-02      -3.835354228881e-01      -2.146759938141e+01      -2.421252976390e+01       0.000000000000e+00      -5.681425175417e-01      -2.376442879453e+01      -2.308611587688e+01       3.772087880824e-01       3.772272516163e-01 
       1.748279590396e-02      -3.984653808339e-01      -2.166258159064e+01      -2.447697112431e+01       0.000000000000e+00      -5.718584468913e-01      -2.401748432168e+01      -2.333210954364e+01       3.757547998992e-01       3.757611010403e-01 
