# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.00899e-05 to 200.404 h/Mpc,
# number of wavenumbers equal to 797
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_b/k2                4:-T_g/k2                5:-T_ur/k2               6:-T_ncdm/k2             7:-T_tot/k2          
       5.779705340346e+01       9.005522908850e-01       6.367389790882e-01       1.582505714464e-09       1.579878865701e-09       0.000000000000e+00       8.323560482604e-01 
       5.914331972224e+01       8.630577323894e-01       6.100356468910e-01       1.448235260395e-09       1.445832149608e-09       0.000000000000e+00       7.976701018670e-01 
       6.052094461198e+01       8.271120502028e-01       5.844348243002e-01       1.325332319278e-09       1.323133968264e-09       0.000000000000e+00       7.644169159746e-01 
       6.193065850765e+01       7.926513223797e-01       5.598910467995e-01       1.212835705032e-09       1.210824741773e-09       0.000000000000e+00       7.325373664565e-01 
       6.337320885821e+01       7.596203084166e-01       5.363649338209e-01       1.109874271556e-09       1.108034779862e-09       0.000000000000e+00       7.019803445428e-01 
       6.484936052296e+01       7.279561058966e-01       5.138117461487e-01       1.015635424587e-09       1.013952845965e-09       0.000000000000e+00       6.726876691381e-01 
       6.635989617703e+01       6.976031977816e-01       4.921919838795e-01       9.293824055770e-10       9.278434125526e-10       0.000000000000e+00       6.446079880366e-01 
       6.790561672643e+01       6.685083409219e-01       4.714677306296e-01       8.504405488336e-10       8.490329411676e-10       0.000000000000e+00       6.176920468579e-01 
       6.948734173266e+01       6.406186467921e-01       4.516013570701e-01       7.781898405737e-10       7.769024538488e-10       0.000000000000e+00       5.918909247861e-01 
       7.110590984725e+01       6.138850685146e-01       4.325579595842e-01       7.120647788341e-10       7.108873933669e-10       0.000000000000e+00       5.671592532458e-01 
       7.276217925644e+01       5.882597688192e-01       4.143034802881e-01       6.515466639971e-10       6.504699265959e-10       0.000000000000e+00       5.434527801490e-01 
       7.445702813619e+01       5.636968777514e-01       3.968052920594e-01       5.961606741382e-10       5.951760247436e-10       0.000000000000e+00       5.207290780894e-01 
       7.619135511781e+01       5.401538743134e-01       3.800331082253e-01       5.454736299264e-10       5.445732320526e-10       0.000000000000e+00       4.989488106314e-01 
       7.796607976443e+01       5.175886188924e-01       3.639569506318e-01       4.990874835537e-10       4.982641655247e-10       0.000000000000e+00       4.780730000438e-01 
       7.978214305855e+01       4.959594780545e-01       3.485471883325e-01       4.566367318965e-10       4.558839324373e-10       0.000000000000e+00       4.580631347376e-01 
       8.164050790095e+01       4.752269426245e-01       3.337757220425e-01       4.177873126928e-10       4.170990283788e-10       0.000000000000e+00       4.388826712570e-01 
       8.354215962128e+01       4.553560742070e-01       3.196176647734e-01       3.822359935689e-10       3.816067273697e-10       0.000000000000e+00       4.204992876839e-01 
       8.548810650046e+01       4.363117270033e-01       3.060479964951e-01       3.497036328359e-10       3.491283538174e-10       0.000000000000e+00       4.028804725733e-01 
       8.747938030527e+01       4.180587689022e-01       2.930417315205e-01       3.199335668187e-10       3.194076725441e-10       0.000000000000e+00       3.859937310676e-01 
       8.951703683545e+01       4.005645735268e-01       2.805756497936e-01       2.926917325402e-10       2.922110113281e-10       0.000000000000e+00       3.698088833244e-01 
       9.160215648345e+01       3.837990808340e-01       2.686283403957e-01       2.677647215528e-10       2.673253179871e-10       0.000000000000e+00       3.542981206327e-01 
       9.373584480732e+01       3.677288525884e-01       2.571760501281e-01       2.449539944687e-10       2.445523844588e-10       0.000000000000e+00       3.394305192955e-01 
       9.591923311685e+01       3.523290658547e-01       2.462010670614e-01       2.240827256621e-10       2.237156803118e-10       0.000000000000e+00       3.251831104914e-01 
       9.815347907341e+01       3.375695905736e-01       2.356819829458e-01       2.049848708454e-10       2.046494383049e-10       0.000000000000e+00       3.115280291211e-01 
       1.004397673038e+02       3.234257161775e-01       2.256011882109e-01       1.875110730538e-10       1.872045507298e-10       0.000000000000e+00       2.984424138771e-01 
       1.027793100283e+02       3.098684950082e-01       2.159381331137e-01       1.715215736084e-10       1.712414920174e-10       0.000000000000e+00       2.858994961093e-01 
       1.051733477034e+02       2.968775671478e-01       2.066782758157e-01       1.568926241772e-10       1.566367203552e-10       0.000000000000e+00       2.738804343556e-01 
       1.076231496796e+02       2.844277823666e-01       1.978037471952e-01       1.435078303065e-10       1.432740354053e-10       0.000000000000e+00       2.623619691292e-01 
       1.101300148743e+02       2.724975378860e-01       1.892991641088e-01       1.312619901245e-10       1.310484107692e-10       0.000000000000e+00       2.513241162042e-01 
       1.126952724607e+02       2.610639394969e-01       1.811482578709e-01       1.200577595684e-10       1.198626646884e-10       0.000000000000e+00       2.407457021195e-01 
       1.153202825722e+02       2.501059264882e-01       1.733360589286e-01       1.098065225915e-10       1.096283288609e-10       0.000000000000e+00       2.306072485054e-01 
       1.180064370239e+02       2.396064821581e-01       1.658504082467e-01       1.004285315879e-10       1.002657886832e-10       0.000000000000e+00       2.208930069707e-01 
       1.207551600506e+02       2.295450364685e-01       1.586767049422e-01       9.184894023675e-11       9.170032256026e-11       0.000000000000e+00       2.115839561305e-01 
       1.235679090615e+02       2.199025896246e-01       1.518014491499e-01       8.399961213098e-11       8.386390762414e-11       0.000000000000e+00       2.026625244600e-01 
       1.264461754134e+02       2.106636583794e-01       1.452135875047e-01       7.681922822721e-11       7.669532704466e-11       0.000000000000e+00       1.941143843194e-01 
       1.293914852013e+02       2.018108637163e-01       1.389007740720e-01       7.025069130028e-11       7.013757870740e-11       0.000000000000e+00       1.859234634945e-01 
       1.324054000673e+02       1.933271124470e-01       1.328508753184e-01       6.424163608807e-11       6.413838455389e-11       0.000000000000e+00       1.780739555990e-01 
       1.354895180290e+02       1.851978868787e-01       1.270535482615e-01       5.874478171012e-11       5.865054245940e-11       0.000000000000e+00       1.705524298460e-01 
       1.386454743265e+02       1.774088069336e-01       1.214985582741e-01       5.371668283061e-11       5.363067943204e-11       0.000000000000e+00       1.633455844065e-01 
       1.418749422898e+02       1.699449387232e-01       1.161753079157e-01       4.911723511038e-11       4.903875787703e-11       0.000000000000e+00       1.564396101686e-01 
       1.451796342254e+02       1.627928402320e-01       1.110742395590e-01       4.491001178370e-11       4.483841165478e-11       0.000000000000e+00       1.498220745211e-01 
       1.485613023247e+02       1.559401183083e-01       1.061865269809e-01       4.106180414623e-11       4.099648732657e-11       0.000000000000e+00       1.434815126617e-01 
       1.520217395930e+02       1.493752644195e-01       1.015039588006e-01       3.754229657843e-11       3.748271972145e-11       0.000000000000e+00       1.374072757212e-01 
       1.555627807998e+02       1.430830597559e-01       9.701575045200e-02       3.432297325581e-11       3.426864092769e-11       0.000000000000e+00       1.315852935294e-01 
       1.591863034522e+02       1.370550363900e-01       9.271593720560e-02       3.137846664024e-11       3.132892449284e-11       0.000000000000e+00       1.260077430091e-01 
       1.628942287897e+02       1.312793628137e-01       8.859606568589e-02       2.868544039156e-11       2.864027344727e-11       0.000000000000e+00       1.206636745981e-01 
       1.666885228035e+02       1.257458275357e-01       8.464887151472e-02       2.622254162289e-11       2.618137038772e-11       0.000000000000e+00       1.155436430222e-01 
       1.705711972784e+02       1.204440546371e-01       8.086699538169e-02       2.397010748603e-11       2.393258512199e-11       0.000000000000e+00       1.106380544348e-01 
       1.745443108599e+02       1.153644568203e-01       7.724362535065e-02       2.191022272778e-11       2.187603214743e-11       0.000000000000e+00       1.059380422589e-01 
       1.786099701455e+02       1.104973247401e-01       7.377192078711e-02       2.002631157480e-11       1.999516302008e-11       0.000000000000e+00       1.014346363030e-01 
       1.827703308013e+02       1.058344889184e-01       7.044598591310e-02       1.830367819895e-11       1.827530668249e-11       0.000000000000e+00       9.712026666863e-02 
       1.870275987058e+02       1.013667735574e-01       6.725937271527e-02       1.672837486385e-11       1.670253832774e-11       0.000000000000e+00       9.298645876091e-02 
       1.913840311188e+02       9.708662195635e-02       6.420669298749e-02       1.528793746978e-11       1.526441453340e-11       0.000000000000e+00       8.902622091192e-02 
       1.958419378783e+02       9.298611624251e-02       6.128233437885e-02       1.397084789466e-11       1.394943626595e-11       0.000000000000e+00       8.523223261443e-02 
       2.004036826255e+02       8.905776462067e-02       5.848098403340e-02       1.276658402276e-11       1.274709884179e-11       0.000000000000e+00       8.159756689167e-02 
