# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.00899e-05 to 200.404 h/Mpc,
# number of wavenumbers equal to 797
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_b/k2                4:-T_g/k2                5:-T_ur/k2               6:-T_ncdm/k2             7:-T_tot/k2          
       4.717068628811e-02       7.484869073147e+04       4.759938741688e+04       3.054417934429e+02       1.668540047438e+02       0.000000000000e+00       6.833846476551e+04 
       4.754395260646e-02       7.428953676783e+04       4.740832064624e+04       2.372017861609e+02       1.773168267193e+02       0.000000000000e+00       6.785321877906e+04 
       4.793132359520e-02       7.371950884383e+04       4.722392050535e+04       2.329298236393e+02       1.696598721678e+02       0.000000000000e+00       6.736108223559e+04 
       4.833409001645e-02       7.313789917067e+04       4.704659883485e+04       1.706433488224e+02       1.825736373133e+02       0.000000000000e+00       6.685991539136e+04 
       4.875371428222e-02       7.254335251694e+04       4.687656719366e+04       1.662969195918e+02       1.789072419004e+02       0.000000000000e+00       6.635022275309e+04 
       4.919186038941e-02       7.193479727447e+04       4.671416433426e+04       1.743631989522e+02       1.708228072903e+02       0.000000000000e+00       6.583054786642e+04 
       4.965043023052e-02       7.131094850142e+04       4.655951494957e+04       1.698807360482e+02       1.661908264366e+02       0.000000000000e+00       6.529951849704e+04 
       5.013160784357e-02       7.067025487555e+04       4.641271516196e+04       1.621119981648e+02       1.626755208510e+02       0.000000000000e+00       6.475602676383e+04 
       5.063791357653e-02       7.001110880181e+04       4.627403276856e+04       1.575901572684e+02       1.581899378413e+02       0.000000000000e+00       6.419890473268e+04 
       5.117227065353e-02       6.933148749398e+04       4.614371430646e+04       1.537703626676e+02       1.533700858191e+02       0.000000000000e+00       6.362651192152e+04 
       5.173808725380e-02       6.862912523922e+04       4.602151986101e+04       1.489942745974e+02       1.487454351880e+02       0.000000000000e+00       6.303694700949e+04 
       5.233935794146e-02       6.790147147978e+04       4.590675234042e+04       1.442631194043e+02       1.440219851158e+02       0.000000000000e+00       6.242804437328e+04 
       5.298078906708e-02       6.714550480584e+04       4.579930909597e+04       1.394497378416e+02       1.392164451504e+02       0.000000000000e+00       6.179733370957e+04 
       5.366795346164e-02       6.635790026685e+04       4.569832422512e+04       1.345434954111e+02       1.343181997066e+02       0.000000000000e+00       6.114197851690e+04 
       5.440748003148e-02       6.553439525445e+04       4.560156263385e+04       1.295317591566e+02       1.293146386695e+02       0.000000000000e+00       6.045816289163e+04 
       5.520728303945e-02       6.467033977561e+04       4.550614805902e+04       1.244014085059e+02       1.241926654526e+02       0.000000000000e+00       5.974165426079e+04 
       5.607683251007e-02       6.376014900032e+04       4.540809655294e+04       1.191384537908e+02       1.189383164392e+02       0.000000000000e+00       5.898728470000e+04 
       5.702745862196e-02       6.279730186714e+04       4.530051976536e+04       1.137278020551e+02       1.135365274846e+02       0.000000000000e+00       5.818866308693e+04 
       5.807266428987e-02       6.177399781354e+04       4.517346993248e+04       1.081543986116e+02       1.079722737319e+02       0.000000000000e+00       5.733787185430e+04 
       5.922838343394e-02       6.068141620510e+04       4.501206506577e+04       1.024047166614e+02       1.022320571246e+02       0.000000000000e+00       5.642537837618e+04 
       6.051305685493e-02       5.950935477858e+04       4.479471317859e+04       9.646868412524e+01       9.630583000370e+01       0.000000000000e+00       5.543945827440e+04 
       6.194729475169e-02       5.824680302554e+04       4.449054573722e+04       9.034383082110e+01       9.019113567573e+01       0.000000000000e+00       5.436625125624e+04 
       6.355276799779e-02       5.688221893810e+04       4.405732057095e+04       8.404041901123e+01       8.389822978823e+01       0.000000000000e+00       5.318965118835e+04 
       6.534989913018e-02       5.540521596637e+04       4.344059905999e+04       7.758910185938e+01       7.745772492663e+01       0.000000000000e+00       5.189254389475e+04 
       6.735411181610e-02       5.380879217170e+04       4.257677181605e+04       7.104850372405e+01       7.092815593174e+01       0.000000000000e+00       5.045909903138e+04 
       6.957112484318e-02       5.209233808342e+04       4.140241912626e+04       6.450950218557e+01       6.440025143368e+01       0.000000000000e+00       4.887870459848e+04 
       7.199301489517e-02       5.026497383200e+04       3.987257056954e+04       5.809215933173e+01       5.799386657809e+01       0.000000000000e+00       4.715158849868e+04 
       7.459755892020e-02       4.834731340441e+04       3.798062406143e+04       5.193075360120e+01       5.184303857249e+01       0.000000000000e+00       4.529342824502e+04 
       7.735218548643e-02       4.637044414166e+04       3.577352551266e+04       4.615163796213e+01       4.607388358645e+01       0.000000000000e+00       4.333694450192e+04 
       8.022091898753e-02       4.437244069070e+04       3.334960993712e+04       4.085238826151e+01       4.078378555602e+01       0.000000000000e+00       4.132872724013e+04 
       8.317082766420e-02       4.239366805987e+04       3.084246325401e+04       3.609143249776e+01       3.603104880224e+01       0.000000000000e+00       3.932284889709e+04 
       8.617556860046e-02       4.047250000296e+04       2.839727495016e+04       3.188856011052e+01       3.183541037584e+01       0.000000000000e+00       3.737361661266e+04 
       8.921598931831e-02       3.864216271157e+04       2.614739065895e+04       2.823234897028e+01       2.818545737112e+01       0.000000000000e+00       3.552926969339e+04 
       9.227904507105e-02       3.692863615136e+04       2.419839705549e+04       2.508896954245e+01       2.504741505044e+01       0.000000000000e+00       3.382773729269e+04 
       9.535622538553e-02       3.534945339295e+04       2.261821742382e+04       2.241032925355e+01       2.237327649170e+01       0.000000000000e+00       3.229408388742e+04 
       9.844212902459e-02       3.391316175582e+04       2.143378017203e+04       2.014037578979e+01       2.010709310477e+01       0.000000000000e+00       3.093954059257e+04 
       1.015333868696e-01       3.261960530773e+04       2.063282546618e+04       1.822004067479e+01       1.818990787128e+01       0.000000000000e+00       2.976202282747e+04 
       1.046279197140e-01       3.146091394104e+04       2.016991319987e+04       1.659108404400e+01       1.656359178021e+01       0.000000000000e+00       2.874789171959e+04 
       1.077244527160e-01       3.042288699753e+04       1.997437038490e+04       1.519882874515e+01       1.517357192172e+01       0.000000000000e+00       2.787434511017e+04 
       1.108222072366e-01       2.948685244944e+04       1.996024195930e+04       1.399423129468e+01       1.397089788553e+01       0.000000000000e+00       2.711251412069e+04 
       1.139207087438e-01       2.863163302255e+04       2.003622718194e+04       1.293515572510e+01       1.291351283179e+01       0.000000000000e+00       2.643064417351e+04 
       1.170196683524e-01       2.783561241763e+04       2.011534734103e+04       1.198706294295e+01       1.196694135467e+01       0.000000000000e+00       2.579731434556e+04 
       1.201189102450e-01       2.707860749251e+04       2.012288396877e+04       1.112307989158e+01       1.110435852973e+01       0.000000000000e+00       2.518422327024e+04 
       1.232183273761e-01       2.634340823808e+04       2.000212934146e+04       1.032356142333e+01       1.030615276187e+01       0.000000000000e+00       2.456835635754e+04 
       1.263178545017e-01       2.561702872799e+04       1.971834120080e+04       9.575381829856e+00       9.559218887509e+00       0.000000000000e+00       2.393363191871e+04 
       1.294174517799e-01       2.489123429158e+04       1.925944892274e+04       8.870810887108e+00       8.855836654901e+00       0.000000000000e+00       2.327144159175e+04 
       1.325170948078e-01       2.416262950244e+04       1.863482379066e+04       8.206318760634e+00       8.192478208910e+00       0.000000000000e+00       2.258052547346e+04 
       1.356167685699e-01       2.343219574763e+04       1.787192478063e+04       7.581299120705e+00       7.568533879075e+00       0.000000000000e+00       2.186606160234e+04 
       1.387164637648e-01       2.270448364239e+04       1.701152927815e+04       6.996885063313e+00       6.985130580764e+00       0.000000000000e+00       2.113824956332e+04 
       1.418161745730e-01       2.198652532174e+04       1.610217823059e+04       6.454903878221e+00       6.444088712855e+00       0.000000000000e+00       2.041054143644e+04 
       1.449158973022e-01       2.128669090725e+04       1.519444469028e+04       5.957057408008e+00       5.947104170253e+00       0.000000000000e+00       1.969779927131e+04 
       1.480156295634e-01       2.061348920053e+04       1.433568644970e+04       5.504344270939e+00       5.495171736684e+00       0.000000000000e+00       1.901448455970e+04 
       1.511153697701e-01       1.997479390310e+04       1.356578305591e+04       5.096654610174e+00       5.088180354962e+00       0.000000000000e+00       1.837335008510e+04 
       1.542151168333e-01       1.937654033134e+04       1.291355207641e+04       4.732651566280e+00       4.724795065358e+00       0.000000000000e+00       1.778381050618e+04 
       1.573148699751e-01       1.882254466534e+04       1.239526331464e+04       4.409785075944e+00       4.402470421439e+00       0.000000000000e+00       1.725155859628e+04 
       1.604146286157e-01       1.831389859161e+04       1.201390765033e+04       4.124475801569e+00       4.117634126387e+00       0.000000000000e+00       1.677795736040e+04 
       1.635143923029e-01       1.784924386316e+04       1.176041963240e+04       3.872390307939e+00       3.865961421889e+00       0.000000000000e+00       1.636045792684e+04 
       1.666141606694e-01       1.742501667930e+04       1.161559548669e+04       3.648670084886e+00       3.642603367323e+00       0.000000000000e+00       1.599310391732e+04 
       1.697139334059e-01       1.703537591104e+04       1.155254358110e+04       3.448444156046e+00       3.442698953808e+00       0.000000000000e+00       1.566686424876e+04 
       1.728137102446e-01       1.667396005343e+04       1.154073891461e+04       3.267043544170e+00       3.261588434520e+00       0.000000000000e+00       1.537170579908e+04 
       1.759134909479e-01       1.633410131554e+04       1.154931408636e+04       3.100358218577e+00       3.095169890494e+00       0.000000000000e+00       1.509729228997e+04 
       1.790132753020e-01       1.601002149641e+04       1.155062728464e+04       2.945050687679e+00       2.940112263692e+00       0.000000000000e+00       1.483452403703e+04 
       1.821130631120e-01       1.569353842649e+04       1.151758651337e+04       2.797907162239e+00       2.793207812199e+00       0.000000000000e+00       1.457243840427e+04 
       1.852128541988e-01       1.537925929884e+04       1.143198189902e+04       2.656866602875e+00       2.652399161890e+00       0.000000000000e+00       1.430375355416e+04 
       1.883126483966e-01       1.506333589004e+04       1.128321501994e+04       2.520640035642e+00       2.516399394208e+00       0.000000000000e+00       1.402365560069e+04 
       1.914124455516e-01       1.474385671516e+04       1.106888889370e+04       2.388667775624e+00       2.384649392257e+00       0.000000000000e+00       1.373021096674e+04 
       1.945122455203e-01       1.442073348188e+04       1.079386981032e+04       2.260957310561e+00       2.257156083573e+00       0.000000000000e+00       1.342412453697e+04 
       1.976120481687e-01       1.409554617488e+04       1.046956446941e+04       2.137960540812e+00       2.134369970004e+00       0.000000000000e+00       1.310849859910e+04 
       2.007118533713e-01       1.377092839480e+04       1.011140077760e+04       2.020287245784e+00       2.016899062695e+00       0.000000000000e+00       1.278793207437e+04 
       2.038116610106e-01       1.345017153389e+04       9.737200367249e+03       1.908678296327e+00       1.905482431440e+00       0.000000000000e+00       1.246793962448e+04 
       2.069114709760e-01       1.313651794572e+04       9.364999451575e+03       1.803732085343e+00       1.800716909640e+00       0.000000000000e+00       1.215403035605e+04 
       2.100112831637e-01       1.283287086488e+04       9.011128286110e+03       1.705855811880e+00       1.703008582981e+00       0.000000000000e+00       1.185116596848e+04 
       2.131110974760e-01       1.254180598393e+04       8.689241548146e+03       1.615286934202e+00       1.612594272736e+00       0.000000000000e+00       1.156361542327e+04 
       2.162109138209e-01       1.226528497120e+04       8.409216340133e+03       1.532012065032e+00       1.529460475857e+00       0.000000000000e+00       1.129454662787e+04 
       2.193107321115e-01       1.200441328957e+04       8.176635029407e+03       1.455828950527e+00       1.453405359806e+00       0.000000000000e+00       1.104574739551e+04 
       2.224105522659e-01       1.176010187532e+04       7.993014185999e+03       1.386334487102e+00       1.384026568956e+00       0.000000000000e+00       1.081819889398e+04 
       2.255103742067e-01       1.153181110960e+04       7.855362583514e+03       1.322938124997e+00       1.320734789512e+00       0.000000000000e+00       1.061098591533e+04 
       2.286101978608e-01       1.131872595395e+04       7.757503672102e+03       1.264949287587e+00       1.262840840871e+00       0.000000000000e+00       1.042246146872e+04 
       2.317100231590e-01       1.111894376022e+04       7.690306999379e+03       1.211580469289e+00       1.209558827657e+00       0.000000000000e+00       1.024962466044e+04 
       2.348098500356e-01       1.093012382956e+04       7.643100838650e+03       1.162035622987e+00       1.160094313479e+00       0.000000000000e+00       1.008887319617e+04 
       2.379096784287e-01       1.074955140061e+04       7.604665078520e+03       1.115550230407e+00       1.113684307491e+00       0.000000000000e+00       9.936213743503e+03 
       2.410095082792e-01       1.057469458450e+04       7.564560688549e+03       1.071465350330e+00       1.069671163288e+00       0.000000000000e+00       9.787926003698e+03 
       2.441093395314e-01       1.040336569999e+04       7.514010539048e+03       1.029257703395e+00       1.027532616930e+00       0.000000000000e+00       9.640834182568e+03 
       2.472091721322e-01       1.023370209994e+04       7.446348084280e+03       9.885134983379e-01       9.868556079386e-01       0.000000000000e+00       9.492363029101e+03 
       2.503090060312e-01       1.006452255051e+04       7.357731626260e+03       9.490013290851e-01       9.474091514734e-01       0.000000000000e+00       9.340940997412e+03 
       2.534088411804e-01       9.895071827868e+03       7.246740214314e+03       9.105838859270e-01       9.090561202593e-01       0.000000000000e+00       9.185728514620e+03 
       2.565086775343e-01       9.725103144992e+03       7.114525488868e+03       8.732211867208e-01       8.717564912011e-01       0.000000000000e+00       9.026709095995e+03 
       2.596085150494e-01       9.554772634341e+03       6.964284630424e+03       8.369586247512e-01       8.355554714972e-01       0.000000000000e+00       8.864519619884e+03 
       2.627083536844e-01       9.384764082050e+03       6.800922720418e+03       8.019115706776e-01       8.005681253076e-01       0.000000000000e+00       8.700497664184e+03 
       2.658081933999e-01       9.216079511572e+03       6.630437703932e+03       7.682171973735e-01       7.669312602889e-01       0.000000000000e+00       8.536413431482e+03 
       2.689080341583e-01       9.049963977260e+03       6.459165106627e+03       7.360228018096e-01       7.347918121249e-01       0.000000000000e+00       8.374288199906e+03 
       2.720078759238e-01       8.887769122173e+03       6.293320571657e+03       7.054632215683e-01       7.042842961676e-01       0.000000000000e+00       8.216210608188e+03 
       2.751077186621e-01       8.730706921018e+03       6.138178926998e+03       6.766305925219e-01       6.755006259560e-01       0.000000000000e+00       8.064005831708e+03 
       2.782075623405e-01       8.579710619858e+03       5.997751806538e+03       6.495647753374e-01       6.484805568768e-01       0.000000000000e+00       7.919071299298e+03 
       2.813074069277e-01       8.435285186510e+03       5.874431308674e+03       6.242440245228e-01       6.232023716922e-01       0.000000000000e+00       7.782198479001e+03 
       2.844072523940e-01       8.297650430155e+03       5.769029125192e+03       6.005984376665e-01       5.995963006814e-01       0.000000000000e+00       7.653695256259e+03 
       2.875070987107e-01       8.166569829235e+03       5.680765271798e+03       5.785088118627e-01       5.775433789269e-01       0.000000000000e+00       7.533245238627e+03 
       2.906069458504e-01       8.041625561004e+03       5.607624268793e+03       5.578308688507e-01       5.568996203515e-01       0.000000000000e+00       7.420187764973e+03 
       2.937067937870e-01       7.922148823795e+03       5.546679969643e+03       5.384027382978e-01       5.375034844445e-01       0.000000000000e+00       7.313513199891e+03 
       2.968066424953e-01       7.807430368110e+03       5.494374939655e+03       5.200599990485e-01       5.191908836117e-01       0.000000000000e+00       7.212078350050e+03 
       2.999064919514e-01       7.696673546141e+03       5.447000408356e+03       5.026441429494e-01       5.018036285726e-01       0.000000000000e+00       7.114644954165e+03 
       3.030063421321e-01       7.589021869715e+03       5.400900573937e+03       4.860066696357e-01       4.851935131432e-01       0.000000000000e+00       7.019934646384e+03 
       3.061061930153e-01       7.483630596593e+03       5.352785405418e+03       4.700167731494e-01       4.692299849512e-01       0.000000000000e+00       6.926736959736e+03 
       3.092060445798e-01       7.379732221735e+03       5.300010186878e+03       4.545675219280e-01       4.538063131598e-01       0.000000000000e+00       6.834007076674e+03 
       3.123058968051e-01       7.276725818724e+03       5.240789378931e+03       4.395811508985e-01       4.388448712362e-01       0.000000000000e+00       6.740972451526e+03 
       3.154057496718e-01       7.174259459346e+03       5.174316846678e+03       4.250117026794e-01       4.242997740355e-01       0.000000000000e+00       6.647218874751e+03 
       3.185056031610e-01       7.072218323027e+03       5.100695094995e+03       4.108406045868e-01       4.101524652183e-01       0.000000000000e+00       6.552669532121e+03 
       3.216054572546e-01       6.970713637503e+03       5.020862071533e+03       3.970723905091e-01       3.964074485439e-01       0.000000000000e+00       6.457564350281e+03 
       3.247053119353e-01       6.870005969370e+03       4.936355783724e+03       3.837257617812e-01       3.830833673706e-01       0.000000000000e+00       6.362360190108e+03 
       3.278051671862e-01       6.770439326408e+03       4.849189470338e+03       3.708277619373e-01       3.702071910256e-01       0.000000000000e+00       6.267657454875e+03 
       3.309050229913e-01       6.672354749519e+03       4.761398269233e+03       3.584029627839e-01       3.578034244654e-01       0.000000000000e+00       6.174057634824e+03 
       3.340048793351e-01       6.576097519115e+03       4.675028049116e+03       3.464738413403e-01       3.458944844428e-01       0.000000000000e+00       6.082167372628e+03 
       3.371047362026e-01       6.481994416231e+03       4.591924029380e+03       3.350570952734e-01       3.344970229603e-01       0.000000000000e+00       5.992546281311e+03 
       3.402045935795e-01       6.390355408155e+03       4.513610848321e+03       3.241626565615e-01       3.236209433566e-01       0.000000000000e+00       5.905689174147e+03 
       3.433044514520e-01       6.301439385864e+03       4.441186208410e+03       3.137915985592e-01       3.132673111686e-01       0.000000000000e+00       5.821981291006e+03 
       3.464043098066e-01       6.215415051709e+03       4.375199884465e+03       3.039339892693e-01       3.034262113253e-01       0.000000000000e+00       5.741647253731e+03 
       3.495041686304e-01       6.132342576433e+03       4.315726067204e+03       2.945701108600e-01       2.940779640164e-01       0.000000000000e+00       5.664747725905e+03 
       3.526040279111e-01       6.052128846775e+03       4.262297393833e+03       2.856689388593e-01       2.851916062468e-01       0.000000000000e+00       5.591132571712e+03 
       3.557038876367e-01       5.974548831003e+03       4.214023705696e+03       2.771914338492e-01       2.767281763015e-01       0.000000000000e+00       5.520477143543e+03 
       3.588037477955e-01       5.899286722861e+03       4.169721857157e+03       2.690942098546e-01       2.686443743902e-01       0.000000000000e+00       5.452336382188e+03 
       3.619036083763e-01       5.825989088189e+03       4.128051663244e+03       2.613334705393e-01       2.608964910249e-01       0.000000000000e+00       5.386209636161e+03 
       3.650034693685e-01       5.754332607818e+03       4.087727751312e+03       2.538697586658e-01       2.534451465373e-01       0.000000000000e+00       5.321629437364e+03 
       3.681033307615e-01       5.684045383482e+03       4.047583648675e+03       2.466691258804e-01       2.462564586419e-01       0.000000000000e+00       5.258189016382e+03 
       3.712031925453e-01       5.614912107660e+03       4.006675541013e+03       2.397040281636e-01       2.393029356651e-01       0.000000000000e+00       5.195563054607e+03 
       3.743030547101e-01       5.546771084653e+03       3.964323159846e+03       2.329531844537e-01       2.325633354446e-01       0.000000000000e+00       5.133511791542e+03 
       3.774029172465e-01       5.479493199251e+03       3.920118296426e+03       2.264005427281e-01       2.260216332957e-01       0.000000000000e+00       5.071865317559e+03 
       3.805027801453e-01       5.412976166043e+03       3.873913096476e+03       2.200345296845e-01       2.196662734443e-01       0.000000000000e+00       5.010517039660e+03 
       3.836026433978e-01       5.347162674621e+03       3.825831271625e+03       2.138483761566e-01       2.134904941551e-01       0.000000000000e+00       4.949440194389e+03 
       3.867025069954e-01       5.282055348099e+03       3.776224235178e+03       2.078397281652e-01       2.074919401536e-01       0.000000000000e+00       4.888692986300e+03 
       3.898023709299e-01       5.217718493878e+03       3.725649383977e+03       2.020101013036e-01       2.016721182681e-01       0.000000000000e+00       4.828416542956e+03 
       3.929022351932e-01       5.154270038996e+03       3.674781077384e+03       1.963634656175e-01       1.960349855337e-01       0.000000000000e+00       4.768814165512e+03 
       3.960020997776e-01       5.091849936736e+03       3.624337285480e+03       1.909044300486e-01       1.905851372323e-01       0.000000000000e+00       4.710113987344e+03 
       3.991019646755e-01       5.030585853668e+03       3.574984510965e+03       1.856362938013e-01       1.853258621120e-01       0.000000000000e+00       4.652525958981e+03 
       4.022018298798e-01       4.970570618507e+03       3.527287199432e+03       1.805600509747e-01       1.802581489659e-01       0.000000000000e+00       4.596215476273e+03 
       4.053016953833e-01       4.911849771836e+03       3.481629803099e+03       1.756735122928e-01       1.753798102299e-01       0.000000000000e+00       4.541280841112e+03 
       4.084015611792e-01       4.854432598555e+03       3.438247723386e+03       1.709721143778e-01       1.706862894881e-01       0.000000000000e+00       4.487767151290e+03 
       4.115014272608e-01       4.798307376273e+03       3.397212893647e+03       1.664493836835e-01       1.661711246248e-01       0.000000000000e+00       4.435676373160e+03 
       4.146012936219e-01       4.743468001166e+03       3.358482504549e+03       1.620982326710e-01       1.618272413984e-01       0.000000000000e+00       4.384996722375e+03 
       4.177011602560e-01       4.689896537240e+03       3.321881403647e+03       1.579103993951e-01       1.576463938834e-01       0.000000000000e+00       4.335685694987e+03 
       4.208010271571e-01       4.637569707952e+03       3.287146561694e+03       1.538771204379e-01       1.536198359246e-01       0.000000000000e+00       4.287682430696e+03 
       4.239008943194e-01       4.586434570867e+03       3.253935651829e+03       1.499886365918e-01       1.497378274474e-01       0.000000000000e+00       4.240889343133e+03 
       4.270007617372e-01       4.536402557516e+03       3.221846703714e+03       1.462343013680e-01       1.459897426181e-01       0.000000000000e+00       4.195170419804e+03 
       4.301006294048e-01       4.487354760814e+03       3.190445140875e+03       1.426030181277e-01       1.423645060412e-01       0.000000000000e+00       4.150359826990e+03 
       4.332004973170e-01       4.439165856148e+03       3.159341146156e+03       1.390844677386e-01       1.388518179613e-01       0.000000000000e+00       4.106293665898e+03 
       4.363003654685e-01       4.391724165572e+03       3.128208666921e+03       1.356696974890e-01       1.354427421326e-01       0.000000000000e+00       4.062829286410e+03 
       4.394002338542e-01       4.344946544461e+03       3.096803574465e+03       1.323515200171e-01       1.321301040674e-01       0.000000000000e+00       4.019860264567e+03 
       4.425001024691e-01       4.298788523932e+03       3.065020502150e+03       1.291250594992e-01       1.289090360579e-01       0.000000000000e+00       3.977333702446e+03 
       4.455999713085e-01       4.253230143049e+03       3.032841722862e+03       1.259868948821e-01       1.257761222087e-01       0.000000000000e+00       3.935230573954e+03 
       4.486998403678e-01       4.208263523860e+03       3.000328550611e+03       1.229346126969e-01       1.227289521110e-01       0.000000000000e+00       3.893554270554e+03 
       4.517997096423e-01       4.163879348427e+03       2.967598902390e+03       1.199662709542e-01       1.197655857798e-01       0.000000000000e+00       3.852316047562e+03 
       4.548995791276e-01       4.120071833904e+03       2.934811835188e+03       1.170803664583e-01       1.168845211786e-01       0.000000000000e+00       3.811536593681e+03 
       4.579994488195e-01       4.076841687272e+03       2.902154884005e+03       1.142757662658e-01       1.140846258795e-01       0.000000000000e+00       3.771246408094e+03 
       4.610993187137e-01       4.034209091532e+03       2.869838519522e+03       1.115519176186e-01       1.113653467226e-01       0.000000000000e+00       3.731495453658e+03 
       4.641991888063e-01       3.992214769321e+03       2.838077659640e+03       1.089087029737e-01       1.087265651675e-01       0.000000000000e+00       3.692351069706e+03 
       4.672990590932e-01       3.950914656129e+03       2.807075850183e+03       1.063461888328e-01       1.061683466357e-01       0.000000000000e+00       3.653891125310e+03 
       4.703989295706e-01       3.910361803120e+03       2.776996399837e+03       1.038640511381e-01       1.036903669600e-01       0.000000000000e+00       3.616184728292e+03 
       4.734988002347e-01       3.870588996747e+03       2.747936523220e+03       1.014610825035e-01       1.012914205179e-01       0.000000000000e+00       3.579273995891e+03 
       4.765986710819e-01       3.831600594063e+03       2.719928610528e+03       9.913509364530e-02       9.896932178633e-02       0.000000000000e+00       3.543167632163e+03 
       4.796985421086e-01       3.793366222269e+03       2.692917457167e+03       9.688271226928e-02       9.672070459651e-02       0.000000000000e+00       3.507832181953e+03 
       4.827984133114e-01       3.755846350528e+03       2.666811812651e+03       9.470029156707e-02       9.454192889734e-02       0.000000000000e+00       3.473221006890e+03 
       4.858982846868e-01       3.718992313991e+03       2.641481449072e+03       9.258390688142e-02       9.242907736529e-02       0.000000000000e+00       3.439273837090e+03 
       4.889981562317e-01       3.682767915635e+03       2.616793442916e+03       9.053002025961e-02       9.037861871852e-02       0.000000000000e+00       3.405940089501e+03 
       4.920980279426e-01       3.647142805879e+03       2.592615871786e+03       8.853535653407e-02       8.838728394056e-02       0.000000000000e+00       3.373174085717e+03 
       4.951978998167e-01       3.612091687324e+03       2.568819617478e+03       8.659689595937e-02       8.645205893947e-02       0.000000000000e+00       3.340934694385e+03 
       4.982977718507e-01       3.577580670043e+03       2.545291209103e+03       8.471167903009e-02       8.456998960789e-02       0.000000000000e+00       3.309176308669e+03 
       5.013976440417e-01       3.543571376151e+03       2.521925547811e+03       8.287685126536e-02       8.273822659611e-02       0.000000000000e+00       3.277851015955e+03 
       5.044975163868e-01       3.510021143303e+03       2.498638239015e+03       8.108972720331e-02       8.095408914303e-02       0.000000000000e+00       3.246910730867e+03 
       5.075973888832e-01       3.476890521162e+03       2.475373590888e+03       7.934795541354e-02       7.921522979630e-02       0.000000000000e+00       3.216314554598e+03 
       5.106972615281e-01       3.444160362596e+03       2.452120345005e+03       7.764988988277e-02       7.752000516299e-02       0.000000000000e+00       3.186045153692e+03 
       5.137971343188e-01       3.411828992727e+03       2.428906597279e+03       7.599446497882e-02       7.586735109983e-02       0.000000000000e+00       3.156105652399e+03 
       5.168970072526e-01       3.379919356558e+03       2.405798919687e+03       7.438128861413e-02       7.425687577891e-02       0.000000000000e+00       3.126525292434e+03 
       5.199968803271e-01       3.348451333940e+03       2.382873848290e+03       7.280996356875e-02       7.268818222034e-02       0.000000000000e+00       3.097332418309e+03 
       5.230967535397e-01       3.317434253221e+03       2.360203051176e+03       7.127988990932e-02       7.116067110356e-02       0.000000000000e+00       3.068546035756e+03 
       5.261966268880e-01       3.286878991193e+03       2.337855513212e+03       6.979050161216e-02       6.967377704373e-02       0.000000000000e+00       3.040185978818e+03 
       5.292965003695e-01       3.256771395883e+03       2.315873441184e+03       6.834067935532e-02       6.822638237402e-02       0.000000000000e+00       3.012247498965e+03 
       5.323963739820e-01       3.227099020927e+03       2.294289440222e+03       6.692931769139e-02       6.681738335645e-02       0.000000000000e+00       2.984725699513e+03 
       5.354962477231e-01       3.197858907760e+03       2.273132967921e+03       6.555547888409e-02       6.544584373718e-02       0.000000000000e+00       2.957622880358e+03 
       5.385961215906e-01       3.169043060035e+03       2.252415495297e+03       6.421806564746e-02       6.411066803290e-02       0.000000000000e+00       2.930934383329e+03 
       5.416959955824e-01       3.140668050246e+03       2.232159001819e+03       6.291646078397e-02       6.281124007616e-02       0.000000000000e+00       2.904677163425e+03 
       5.447958696963e-01       3.112732639029e+03       2.212356462896e+03       6.164962887613e-02       6.154652624718e-02       0.000000000000e+00       2.878849094005e+03 
       5.478957439303e-01       3.085236783893e+03       2.192989759750e+03       6.041654052994e-02       6.031549899959e-02       0.000000000000e+00       2.853447249288e+03 
       5.637757451621e-01       2.950467428476e+03       2.098813402745e+03       5.457614188689e-02       5.448486048753e-02       0.000000000000e+00       2.729061000363e+03 
       5.799027736074e-01       2.822742096190e+03       2.008401652325e+03       4.935170184404e-02       4.926915753855e-02       0.000000000000e+00       2.610991344271e+03 
       5.962707452061e-01       2.701369905466e+03       1.921172095861e+03       4.466884023244e-02       4.459413218004e-02       0.000000000000e+00       2.498584728320e+03 
       6.128750251796e-01       2.586625637658e+03       1.839389964674e+03       4.048480870030e-02       4.041709870929e-02       0.000000000000e+00       2.392425591477e+03 
       6.297126700412e-01       2.478153009876e+03       1.762797938947e+03       3.674266639975e-02       3.668121305761e-02       0.000000000000e+00       2.292183766414e+03 
       6.467826200833e-01       2.375211942346e+03       1.689675506186e+03       3.338248727666e-02       3.332665389623e-02       0.000000000000e+00       2.196984169066e+03 
       6.640858355163e-01       2.277514822131e+03       1.619921118782e+03       3.036230408874e-02       3.031152296979e-02       0.000000000000e+00       2.106577211554e+03 
       6.816253728817e-01       2.184881937297e+03       1.554055730382e+03       2.764780642149e-02       2.760156516952e-02       0.000000000000e+00       2.020900196517e+03 
       6.994064018266e-01       2.096923199167e+03       1.491663078347e+03       2.520330294541e-02       2.516114970446e-02       0.000000000000e+00       1.939570162671e+03 
